Condition,Case,Diameter,Year,Month,Reference,Consumption,Label
9,1,0.5,9,2,4.0,0.0,NO
9,2,0.5,9,2,29.0,5.0,NO
9,3,0.5,9,2,60.0,3.0,NO
9,4,0.5,9,2,164.0,13.0,NO
10,1,0.5,9,2,0.0,10.0,NO
10,2,0.5,9,2,0.0,10.0,NO
10,3,0.5,9,2,0.0,10.0,NO
10,4,0.5,9,2,0.0,65.0,NO
10,5,0.5,9,2,0.0,20.0,NO
10,6,0.5,9,2,0.0,30.0,NO
10,7,0.5,9,2,0.0,18.0,NO
10,8,0.5,9,2,0.0,10.0,NO
11,1,0.5,9,2,581.0,18.0,NO
11,1,0.5,9,2,1839.0,25.0,NO
12,1,0.5,9,2,1032.0,10.0,NO
13,1,1.0,9,2,3029.0,19.0,NO
13,1,1.0,9,2,8830.0,15.0,NO
14,1,3.0,9,2,6614.0,1685.0,NO
15,1,0.5,9,2,0.0,18.0,YES
22,1,0.5,9,2,580.0,11.0,YES
23,1,0.5,9,2,136.0,0.0,YES
23,1,0.5,9,2,136.0,10.0,YES
24,1,0.5,9,2,0.0,20.0,YES
25,1,0.75,9,2,1043.0,1.0,NO
31,1,2.0,9,2,10011.0,131.0,YES
32,1,10.0,9,2,61290.0,4215.0,YES
33,1,0.5,9,2,29.0,19.0,NO
33,2,0.5,9,2,33.0,16.0,NO
33,3,0.5,9,2,113.0,20.0,NO
33,4,0.5,9,2,784.0,26.0,NO
34,1,0.5,9,2,170.0,19.0,NO
35,1,0.5,9,2,0.0,21.0,NO
35,2,0.5,9,2,0.0,19.0,NO
35,3,0.5,9,2,0.0,30.0,NO
36,1,3.0,9,2,6614.0,1685.0,NO
72,1,0.5,9,2,482.0,17.0,YES
72,2,0.5,9,2,972.0,0.0,YES
72,3,0.5,9,2,1159.0,23.0,YES
72,4,0.5,9,2,1952.0,12.0,YES
72,5,0.5,9,2,2085.0,23.0,YES
72,6,0.5,9,2,3627.0,22.0,YES
72,7,0.5,9,2,3828.0,16.0,YES
72,8,0.5,9,2,3838.0,20.0,YES
72,9,0.5,9,2,3883.0,20.0,YES
72,10,0.5,9,2,4373.0,27.0,YES
73,1,0.5,9,2,0.0,28.0,YES
73,2,0.5,9,2,987.0,1.0,YES
73,3,0.5,9,2,3125.0,13.0,YES
74,1,0.5,9,2,1420.0,6.0,YES
74,2,0.5,9,2,1653.0,3.0,YES
74,3,0.5,9,2,6386.0,18.0,YES
75,1,0.5,9,2,0.0,25.0,YES
75,2,0.5,9,2,6.0,15.0,YES
75,3,0.5,9,2,163.0,4.0,YES
75,4,0.5,9,2,169.0,19.0,YES
75,5,0.5,9,2,420.0,14.0,YES
75,6,0.5,9,2,460.0,11.0,YES
75,7,0.5,9,2,492.0,22.0,YES
75,8,0.5,9,2,497.0,25.0,YES
75,9,0.5,9,2,503.0,13.0,YES
75,10,0.5,9,2,581.0,25.0,YES
75,11,0.5,9,2,608.0,18.0,YES
75,12,0.5,9,2,619.0,5.0,YES
75,13,0.5,9,2,629.0,10.0,YES
75,14,0.5,9,2,643.0,5.0,YES
75,15,0.5,9,2,660.0,18.0,YES
75,16,0.5,9,2,661.0,24.0,YES
75,17,0.5,9,2,689.0,20.0,YES
75,18,0.5,9,2,699.0,10.0,YES
75,19,0.5,9,2,702.0,17.0,YES
75,20,0.5,9,2,711.0,20.0,YES
75,21,0.5,9,2,733.0,31.0,YES
75,22,0.5,9,2,755.0,27.0,YES
75,23,0.5,9,2,769.0,22.0,YES
75,24,0.5,9,2,810.0,18.0,YES
75,25,0.5,9,2,837.0,22.0,YES
75,26,0.5,9,2,978.0,26.0,YES
75,27,0.5,9,2,1172.0,19.0,YES
75,28,0.5,9,2,1183.0,21.0,YES
75,29,0.5,9,2,1248.0,28.0,YES
75,30,0.5,9,2,1481.0,32.0,YES
75,31,0.5,9,2,1595.0,23.0,YES
75,32,0.5,9,2,1720.0,37.0,YES
75,33,0.5,9,2,1898.0,32.0,YES
75,34,0.5,9,2,2182.0,26.0,YES
76,1,0.5,9,2,113.0,6.0,YES
76,2,0.5,9,2,321.0,30.0,YES
76,3,0.5,9,2,441.0,20.0,YES
76,4,0.5,9,2,542.0,18.0,YES
76,5,0.5,9,2,925.0,20.0,YES
76,6,0.5,9,2,1502.0,22.0,YES
76,7,0.5,9,2,1766.0,10.0,YES
76,8,0.5,9,2,1793.0,18.0,YES
77,1,0.5,9,2,1626.0,20.0,YES
78,1,0.5,9,2,1096.0,0.0,YES
79,1,0.5,9,2,1504.0,5.0,YES
79,2,0.5,9,2,1966.0,22.0,YES
79,3,0.5,9,2,2138.0,19.0,YES
79,4,0.5,9,2,3722.0,19.0,YES
80,1,0.5,9,2,1721.0,4.0,YES
81,1,0.5,9,2,0.0,19.0,YES
81,2,0.5,9,2,0.0,20.0,YES
81,3,0.5,9,2,3.0,21.0,YES
81,4,0.5,9,2,129.0,28.0,YES
81,5,0.5,9,2,195.0,3.0,YES
81,6,0.5,9,2,199.0,12.0,YES
81,7,0.5,9,2,202.0,32.0,YES
81,8,0.5,9,2,250.0,24.0,YES
81,9,0.5,9,2,257.0,20.0,YES
81,10,0.5,9,2,277.0,21.0,YES
81,11,0.5,9,2,289.0,3.0,YES
81,12,0.5,9,2,291.0,14.0,YES
81,13,0.5,9,2,304.0,11.0,YES
81,14,0.5,9,2,315.0,19.0,YES
81,15,0.5,9,2,323.0,19.0,YES
81,16,0.5,9,2,348.0,29.0,YES
81,17,0.5,9,2,401.0,22.0,YES
81,18,0.5,9,2,449.0,12.0,YES
81,19,0.5,9,2,499.0,20.0,YES
81,20,0.5,9,2,551.0,20.0,YES
81,21,0.5,9,2,585.0,22.0,YES
81,22,0.5,9,2,601.0,14.0,YES
81,23,0.5,9,2,628.0,20.0,YES
82,1,0.5,9,2,0.0,20.0,YES
82,2,0.5,9,2,0.0,20.0,YES
82,3,0.5,9,2,0.0,20.0,YES
82,4,0.5,9,2,0.0,19.0,YES
82,5,0.5,9,2,0.0,20.0,YES
82,6,0.5,9,2,0.0,21.0,YES
82,7,0.5,9,2,0.0,25.0,YES
82,8,0.5,9,2,0.0,20.0,YES
82,9,0.5,9,2,0.0,15.0,YES
82,10,0.5,9,2,0.0,8.0,YES
82,11,0.5,9,2,0.0,26.0,YES
82,12,0.5,9,2,0.0,26.0,YES
82,13,0.5,9,2,0.0,25.0,YES
82,14,0.5,9,2,0.0,26.0,YES
82,15,0.5,9,2,0.0,1.0,YES
82,16,0.5,9,2,0.0,14.0,YES
82,17,0.5,9,2,0.0,22.0,YES
82,18,0.5,9,2,0.0,21.0,YES
82,19,0.5,9,2,0.0,28.0,YES
82,20,0.5,9,2,0.0,14.0,YES
83,1,0.5,9,2,1111.0,7.0,YES
84,1,0.5,9,2,2272.0,12.0,YES
84,1,0.5,9,2,2614.0,11.0,YES
85,1,0.5,9,2,4668.0,30.0,NO
86,1,0.5,9,2,108.0,13.0,NO
86,2,0.5,9,2,150.0,40.0,NO
86,3,0.5,9,2,516.0,21.0,NO
86,4,0.5,9,2,1142.0,32.0,NO
87,1,0.5,9,2,0.0,4.0,NO
88,1,3.0,9,2,6614.0,1685.0,NO
128,1,0.5,9,2,166.0,40.0,YES
128,2,0.5,9,2,2484.0,16.0,YES
128,3,0.5,9,2,2740.0,13.0,YES
128,4,0.5,9,2,2740.0,10.0,YES
129,1,0.5,9,2,0.0,21.0,YES
129,2,0.5,9,2,1013.0,21.0,YES
129,3,0.5,9,2,1151.0,20.0,YES
129,4,0.5,9,2,2181.0,4.0,YES
129,5,0.5,9,2,2237.0,14.0,YES
130,1,0.5,9,2,0.0,24.0,YES
130,2,0.5,9,2,0.0,24.0,YES
130,3,0.5,9,2,0.0,24.0,YES
130,4,0.5,9,2,0.0,24.0,YES
130,5,0.5,9,2,0.0,20.0,YES
130,6,0.5,9,2,0.0,24.0,YES
130,7,0.5,9,2,69.0,25.0,YES
130,8,0.5,9,2,235.0,26.0,YES
130,9,0.5,9,2,262.0,9.0,YES
130,10,0.5,9,2,349.0,10.0,YES
130,11,0.5,9,2,390.0,23.0,YES
130,12,0.5,9,2,412.0,25.0,YES
130,13,0.5,9,2,546.0,28.0,YES
130,14,0.5,9,2,1415.0,25.0,YES
130,15,0.5,9,2,1500.0,15.0,YES
130,16,0.5,9,2,1561.0,22.0,YES
130,17,0.5,9,2,2094.0,28.0,YES
130,18,0.5,9,2,2094.0,15.0,YES
130,19,0.5,9,2,2094.0,25.0,YES
131,1,0.5,9,2,0.0,21.0,YES
131,2,0.5,9,2,0.0,34.0,YES
131,3,0.5,9,2,23.0,10.0,YES
131,4,0.5,9,2,543.0,0.0,YES
131,5,0.5,9,2,1354.0,4.0,YES
131,6,0.5,9,2,1780.0,21.0,YES
131,7,0.5,9,2,2055.0,10.0,YES
131,8,0.5,9,2,2588.0,30.0,YES
131,9,0.5,9,2,4259.0,23.0,YES
131,10,0.5,9,2,4426.0,29.0,YES
132,1,0.5,9,2,49.0,37.0,YES
133,1,0.5,9,2,0.0,28.0,YES
133,2,0.5,9,2,206.0,28.0,YES
133,3,0.5,9,2,298.0,25.0,YES
133,4,0.5,9,2,456.0,22.0,YES
133,5,0.5,9,2,554.0,22.0,YES
133,6,0.5,9,2,813.0,28.0,YES
133,7,0.5,9,2,849.0,2.0,YES
134,1,0.5,9,2,0.0,29.0,YES
134,2,0.5,9,2,0.0,14.0,YES
134,3,0.5,9,2,0.0,23.0,YES
134,4,0.5,9,2,0.0,25.0,YES
134,5,0.5,9,2,0.0,10.0,YES
134,6,0.5,9,2,0.0,25.0,YES
134,7,0.5,9,2,0.0,18.0,YES
134,8,0.5,9,2,0.0,25.0,YES
134,9,0.5,9,2,0.0,28.0,YES
134,10,0.5,9,2,0.0,28.0,YES
134,11,0.5,9,2,0.0,24.0,YES
134,12,0.5,9,2,0.0,24.0,YES
134,13,0.5,9,2,0.0,14.0,YES
134,14,0.5,9,2,0.0,22.0,YES
135,1,0.5,9,2,0.0,1.0,NO
136,1,0.5,9,2,2731.0,24.0,NO
137,1,0.5,9,2,0.0,26.0,NO
137,2,0.5,9,2,298.0,21.0,NO
137,3,0.5,9,2,304.0,23.0,NO
137,4,0.5,9,2,706.0,10.0,NO
138,1,0.5,9,2,2404.0,9.0,NO
139,1,0.5,9,2,125.0,10.0,NO
139,2,0.5,9,2,287.0,0.0,NO
139,3,0.5,9,2,365.0,21.0,NO
139,4,0.5,9,2,681.0,26.0,NO
140,1,0.5,9,2,0.0,10.0,NO
140,2,0.5,9,2,0.0,10.0,NO
140,3,0.5,9,2,0.0,22.0,NO
140,4,0.5,9,2,0.0,15.0,NO
140,5,0.5,9,2,0.0,21.0,NO
141,1,0.5,9,2,876.0,4.0,NO
142,1,3.0,9,2,6614.0,1685.0,NO
172,1,0.5,9,2,0.0,22.0,YES
172,2,0.5,9,2,0.0,21.0,YES
172,3,0.5,9,2,234.0,40.0,YES
172,4,0.5,9,2,550.0,3.0,YES
172,5,0.5,9,2,1518.0,13.0,YES
172,6,0.5,9,2,1769.0,1.0,YES
172,7,0.5,9,2,1786.0,32.0,YES
172,8,0.5,9,2,1834.0,12.0,YES
172,9,0.5,9,2,2102.0,17.0,YES
172,10,0.5,9,2,2340.0,28.0,YES
172,11,0.5,9,2,2386.0,0.0,YES
172,12,0.5,9,2,3229.0,24.0,YES
172,13,0.5,9,2,3788.0,16.0,YES
173,1,0.5,9,2,2256.0,5.0,YES
173,1,0.5,9,2,2279.0,15.0,YES
174,1,0.5,9,2,2260.0,29.0,YES
174,1,0.5,9,2,4049.0,13.0,YES
175,1,0.5,9,2,0.0,24.0,YES
175,2,0.5,9,2,0.0,26.0,YES
175,3,0.5,9,2,43.0,21.0,YES
175,4,0.5,9,2,166.0,19.0,YES
175,5,0.5,9,2,227.0,22.0,YES
175,6,0.5,9,2,333.0,15.0,YES
175,7,0.5,9,2,341.0,12.0,YES
175,8,0.5,9,2,341.0,26.0,YES
175,9,0.5,9,2,379.0,10.0,YES
175,10,0.5,9,2,434.0,13.0,YES
175,11,0.5,9,2,445.0,20.0,YES
175,12,0.5,9,2,559.0,16.0,YES
175,13,0.5,9,2,607.0,26.0,YES
175,14,0.5,9,2,679.0,8.0,YES
175,15,0.5,9,2,732.0,21.0,YES
175,16,0.5,9,2,764.0,30.0,YES
175,17,0.5,9,2,776.0,16.0,YES
175,18,0.5,9,2,909.0,16.0,YES
175,19,0.5,9,2,913.0,22.0,YES
175,20,0.5,9,2,919.0,19.0,YES
175,21,0.5,9,2,926.0,26.0,YES
175,22,0.5,9,2,1025.0,21.0,YES
175,23,0.5,9,2,1172.0,26.0,YES
175,24,0.5,9,2,1238.0,20.0,YES
175,25,0.5,9,2,1250.0,10.0,YES
175,26,0.5,9,2,1285.0,21.0,YES
175,27,0.5,9,2,1324.0,30.0,YES
175,28,0.5,9,2,1341.0,52.0,YES
175,29,0.5,9,2,1477.0,21.0,YES
175,30,0.5,9,2,1803.0,21.0,YES
176,1,0.5,9,2,337.0,19.0,YES
176,1,0.5,9,2,1169.0,19.0,YES
177,1,0.5,9,2,1041.0,10.0,YES
178,1,0.5,9,2,1135.0,7.0,YES
178,2,0.5,9,2,1487.0,9.0,YES
178,3,0.5,9,2,1840.0,14.0,YES
178,4,0.5,9,2,2448.0,10.0,YES
178,5,0.5,9,2,3798.0,26.0,YES
178,6,0.5,9,2,4254.0,22.0,YES
178,7,0.5,9,2,4336.0,26.0,YES
179,1,0.5,9,2,256.0,19.0,YES
179,2,0.5,9,2,729.0,9.0,YES
179,3,0.5,9,2,1458.0,24.0,YES
179,4,0.5,9,2,2160.0,22.0,YES
179,5,0.5,9,2,3219.0,43.0,YES
180,1,0.5,9,2,0.0,0.0,YES
181,1,0.5,9,2,0.0,23.0,YES
181,2,0.5,9,2,0.0,19.0,YES
181,3,0.5,9,2,0.0,21.0,YES
181,4,0.5,9,2,0.0,9.0,YES
181,5,0.5,9,2,1.0,26.0,YES
181,6,0.5,9,2,112.0,21.0,YES
181,7,0.5,9,2,127.0,10.0,YES
181,8,0.5,9,2,149.0,7.0,YES
181,9,0.5,9,2,190.0,26.0,YES
181,10,0.5,9,2,197.0,10.0,YES
181,11,0.5,9,2,231.0,7.0,YES
181,12,0.5,9,2,305.0,17.0,YES
181,13,0.5,9,2,307.0,11.0,YES
181,14,0.5,9,2,317.0,21.0,YES
181,15,0.5,9,2,323.0,34.0,YES
181,16,0.5,9,2,370.0,13.0,YES
181,17,0.5,9,2,380.0,27.0,YES
181,18,0.5,9,2,411.0,11.0,YES
181,19,0.5,9,2,458.0,0.0,YES
181,20,0.5,9,2,469.0,19.0,YES
181,21,0.5,9,2,479.0,24.0,YES
181,22,0.5,9,2,498.0,34.0,YES
181,23,0.5,9,2,503.0,0.0,YES
181,24,0.5,9,2,507.0,20.0,YES
181,25,0.5,9,2,527.0,33.0,YES
181,26,0.5,9,2,543.0,26.0,YES
181,27,0.5,9,2,561.0,26.0,YES
181,28,0.5,9,2,567.0,15.0,YES
181,29,0.5,9,2,643.0,26.0,YES
181,30,0.5,9,2,653.0,21.0,YES
181,31,0.5,9,2,722.0,27.0,YES
181,32,0.5,9,2,874.0,21.0,YES
181,33,0.5,9,2,874.0,10.0,YES
182,1,0.5,9,2,0.0,45.0,YES
182,2,0.5,9,2,0.0,21.0,YES
182,3,0.5,9,2,0.0,21.0,YES
182,4,0.5,9,2,0.0,18.0,YES
182,5,0.5,9,2,0.0,5.0,YES
182,6,0.5,9,2,0.0,22.0,YES
182,7,0.5,9,2,0.0,26.0,YES
182,8,0.5,9,2,0.0,23.0,YES
182,9,0.5,9,2,0.0,0.0,YES
182,10,0.5,9,2,0.0,30.0,YES
182,11,0.5,9,2,0.0,15.0,YES
182,12,0.5,9,2,0.0,21.0,YES
182,13,0.5,9,2,0.0,10.0,YES
182,14,0.5,9,2,0.0,26.0,YES
182,15,0.5,9,2,0.0,33.0,YES
182,16,0.5,9,2,0.0,35.0,YES
182,17,0.5,9,2,0.0,26.0,YES
182,18,0.5,9,2,0.0,5.0,YES
183,1,0.5,9,2,1661.0,3.0,YES
183,1,0.5,9,2,4188.0,8.0,YES
184,1,0.5,9,2,986.0,16.0,YES
184,2,0.5,9,2,1493.0,5.0,YES
184,3,0.5,9,2,2531.0,14.0,YES
184,4,0.5,9,2,2763.0,18.0,YES
185,1,0.5,9,2,3364.0,35.0,NO
186,1,1.0,9,2,7380.0,227.0,NO
187,1,0.5,9,2,19349.0,10.0,NO
188,1,0.5,9,2,1258.0,7.0,NO
189,1,0.5,9,2,270.0,10.0,NO
190,1,0.5,9,2,39.0,10.0,NO
191,1,0.5,9,2,0.0,10.0,NO
192,1,0.75,9,2,957.0,49.0,NO
193,1,0.75,9,2,7667.0,153.0,NO
194,1,0.75,9,2,0.0,107.0,YES
195,1,0.75,9,2,99.0,44.0,YES
196,1,1.0,9,2,7874.0,143.0,YES
197,1,1.5,9,2,2155.0,643.0,YES
198,1,0.5,9,2,11030.0,196.0,YES
199,1,0.5,9,2,114.0,20.0,NO
199,2,0.5,9,2,249.0,2.0,NO
199,3,0.5,9,2,550.0,3.0,NO
199,4,0.5,9,2,863.0,3.0,NO
199,5,0.5,9,2,1705.0,16.0,NO
199,6,0.5,9,2,1768.0,14.0,NO
199,7,0.5,9,2,3394.0,10.0,NO
199,8,0.5,9,2,3517.0,17.0,NO
199,9,0.5,9,2,4226.0,89.0,NO
200,1,0.5,9,2,226.0,26.0,NO
200,2,0.5,9,2,785.0,20.0,NO
200,3,0.5,9,2,4218.0,36.0,NO
201,1,0.5,9,2,0.0,4.0,NO
201,2,0.5,9,2,0.0,35.0,NO
201,3,0.5,9,2,0.0,22.0,NO
201,4,0.5,9,2,3.0,10.0,NO
201,5,0.5,9,2,20.0,10.0,NO
201,6,0.5,9,2,37.0,2.0,NO
201,7,0.5,9,2,57.0,10.0,NO
201,8,0.5,9,2,61.0,45.0,NO
201,9,0.5,9,2,88.0,10.0,NO
201,10,0.5,9,2,99.0,0.0,NO
201,11,0.5,9,2,127.0,10.0,NO
201,12,0.5,9,2,145.0,10.0,NO
201,13,0.5,9,2,148.0,20.0,NO
201,14,0.5,9,2,166.0,2.0,NO
201,15,0.5,9,2,171.0,24.0,NO
201,16,0.5,9,2,172.0,3.0,NO
201,17,0.5,9,2,198.0,10.0,NO
201,18,0.5,9,2,200.0,10.0,NO
201,19,0.5,9,2,208.0,35.0,NO
201,20,0.5,9,2,215.0,25.0,NO
201,21,0.5,9,2,239.0,20.0,NO
201,22,0.5,9,2,291.0,14.0,NO
201,23,0.5,9,2,309.0,15.0,NO
201,24,0.5,9,2,408.0,35.0,NO
201,25,0.5,9,2,417.0,2.0,NO
201,26,0.5,9,2,524.0,10.0,NO
201,27,0.5,9,2,574.0,10.0,NO
201,28,0.5,9,2,622.0,23.0,NO
201,29,0.5,9,2,679.0,10.0,NO
201,30,0.5,9,2,772.0,40.0,NO
201,31,0.5,9,2,846.0,30.0,NO
201,32,0.5,9,2,866.0,10.0,NO
201,33,0.5,9,2,902.0,10.0,NO
201,34,0.5,9,2,1026.0,10.0,NO
201,35,0.5,9,2,1559.0,35.0,NO
201,36,0.5,9,2,2133.0,95.0,NO
201,37,0.5,9,2,2257.0,40.0,NO
201,38,0.5,9,2,5264.0,4.0,NO
202,1,0.5,9,2,107.0,2.0,NO
202,2,0.5,9,2,279.0,10.0,NO
202,3,0.5,9,2,477.0,10.0,NO
202,4,0.5,9,2,605.0,20.0,NO
202,5,0.5,9,2,810.0,23.0,NO
202,6,0.5,9,2,997.0,11.0,NO
202,7,0.5,9,2,1912.0,15.0,NO
202,8,0.5,9,2,5913.0,20.0,NO
203,1,0.5,9,2,1084.0,5.0,NO
203,1,0.5,9,2,5540.0,36.0,NO
204,1,0.5,9,2,0.0,30.0,NO
204,2,0.5,9,2,3.0,23.0,NO
204,3,0.5,9,2,7.0,18.0,NO
204,4,0.5,9,2,11.0,10.0,NO
204,5,0.5,9,2,31.0,19.0,NO
204,6,0.5,9,2,51.0,23.0,NO
204,7,0.5,9,2,95.0,8.0,NO
204,8,0.5,9,2,105.0,4.0,NO
204,9,0.5,9,2,116.0,33.0,NO
204,10,0.5,9,2,134.0,23.0,NO
204,11,0.5,9,2,193.0,30.0,NO
204,12,0.5,9,2,249.0,40.0,NO
204,13,0.5,9,2,314.0,3.0,NO
204,14,0.5,9,2,702.0,1.0,NO
204,15,0.5,9,2,702.0,4.0,NO
205,1,0.5,9,2,0.0,10.0,NO
205,2,0.5,9,2,0.0,39.0,NO
205,3,0.5,9,2,0.0,10.0,NO
205,4,0.5,9,2,0.0,10.0,NO
205,5,0.5,9,2,0.0,10.0,NO
205,6,0.5,9,2,0.0,15.0,NO
205,7,0.5,9,2,0.0,15.0,NO
205,8,0.5,9,2,0.0,23.0,NO
205,9,0.5,9,2,0.0,15.0,NO
205,10,0.5,9,2,0.0,10.0,NO
205,11,0.5,9,2,0.0,10.0,NO
205,12,0.5,9,2,0.0,10.0,NO
205,13,0.5,9,2,0.0,23.0,NO
205,14,0.5,9,2,0.0,15.0,NO
205,15,0.5,9,2,0.0,15.0,NO
205,16,0.5,9,2,0.0,10.0,NO
205,17,0.5,9,2,0.0,2.0,NO
205,18,0.5,9,2,0.0,18.0,NO
205,19,0.5,9,2,0.0,10.0,NO
205,20,0.5,9,2,0.0,10.0,NO
205,21,0.5,9,2,0.0,10.0,NO
205,22,0.5,9,2,0.0,10.0,NO
206,1,0.5,9,2,382.0,1.0,NO
206,2,0.5,9,2,782.0,0.0,NO
206,3,0.5,9,2,3545.0,24.0,NO
207,1,0.5,9,2,2761.0,15.0,NO
208,1,0.5,9,2,58.0,30.0,NO
208,1,0.5,9,2,822.0,31.0,NO
209,1,0.5,9,2,179.0,3.0,NO
209,1,0.5,9,2,1496.0,2.0,NO
210,1,0.5,9,2,6.0,5.0,NO
211,1,0.75,9,2,1930.0,30.0,NO
211,2,0.75,9,2,3545.0,30.0,NO
211,3,0.75,9,2,7175.0,62.0,NO
212,1,0.75,9,2,1009.0,35.0,NO
212,1,0.75,9,2,2634.0,20.0,NO
213,1,1.0,9,2,8145.0,310.0,NO
214,1,1.0,9,2,8950.0,436.0,NO
215,1,1.0,9,2,3885.0,90.0,NO
216,1,1.5,9,2,49366.0,479.0,NO
217,1,1.5,9,2,2172.0,110.0,NO
218,1,3.0,9,2,6614.0,1685.0,NO
219,1,0.5,9,2,3060.0,60.0,YES
243,1,0.5,9,2,615.0,4.0,YES
243,2,0.5,9,2,2925.0,22.0,YES
243,3,0.5,9,2,5390.0,39.0,YES
244,1,0.5,9,2,81.0,7.0,YES
244,2,0.5,9,2,592.0,8.0,YES
244,3,0.5,9,2,2232.0,5.0,YES
245,1,0.5,9,2,232.0,6.0,YES
245,2,0.5,9,2,501.0,17.0,YES
245,3,0.5,9,2,516.0,9.0,YES
245,4,0.5,9,2,599.0,11.0,YES
245,5,0.5,9,2,611.0,28.0,YES
245,6,0.5,9,2,691.0,20.0,YES
245,7,0.5,9,2,725.0,25.0,YES
245,8,0.5,9,2,788.0,31.0,YES
245,9,0.5,9,2,1769.0,22.0,YES
245,10,0.5,9,2,1872.0,23.0,YES
246,1,0.5,9,2,2889.0,41.0,YES
246,1,0.5,9,2,3155.0,28.0,YES
247,1,0.5,9,2,3975.0,20.0,YES
248,1,0.5,9,2,78.0,10.0,YES
248,2,0.5,9,2,100.0,22.0,YES
248,3,0.5,9,2,140.0,6.0,YES
248,4,0.5,9,2,270.0,11.0,YES
248,5,0.5,9,2,445.0,27.0,YES
248,6,0.5,9,2,460.0,25.0,YES
248,7,0.5,9,2,468.0,14.0,YES
248,8,0.5,9,2,568.0,32.0,YES
248,9,0.5,9,2,696.0,22.0,YES
248,10,0.5,9,2,720.0,39.0,YES
248,11,0.5,9,2,879.0,20.0,YES
249,1,0.5,9,2,0.0,25.0,YES
249,2,0.5,9,2,0.0,22.0,YES
249,3,0.5,9,2,0.0,20.0,YES
249,4,0.5,9,2,0.0,21.0,YES
249,5,0.5,9,2,0.0,25.0,YES
249,6,0.5,9,2,0.0,28.0,YES
250,1,0.5,9,2,1899.0,39.0,YES
250,1,0.5,9,2,2578.0,17.0,YES
251,1,0.5,9,2,116.0,60.0,NO
252,1,0.5,9,2,457.0,15.0,NO
253,1,0.5,9,2,570.0,4.0,NO
254,1,0.5,9,2,93.0,34.0,NO
255,1,0.5,9,2,1139.0,20.0,NO
256,1,0.5,9,2,0.0,11.890243902439025,NO
257,1,0.75,9,2,130.0,172.0,NO
257,2,0.75,9,2,263.0,100.0,NO
257,3,0.75,9,2,1823.0,61.0,NO
258,1,1.0,9,2,6764.0,183.0,NO
259,1,0.5,9,2,0.0,4.0,YES
262,1,3.0,9,2,6614.0,1685.0,NO
267,1,0.5,9,2,1703.0,392.0,NO
268,1,0.5,9,2,0.0,50.0,NO
269,1,0.5,9,2,0.0,20.0,NO
269,2,0.5,9,2,0.0,420.0,NO
269,3,0.5,9,2,0.0,10.0,NO
269,4,0.5,9,2,0.0,60.0,NO
269,5,0.5,9,2,0.0,10.0,NO
270,1,2.0,9,2,396.0,30.0,NO
271,1,3.0,9,2,6614.0,1685.0,NO
1,1,0.5,9,3,764.0,13.0,NO
2,1,0.5,9,3,576.0,14.0,NO
2,2,0.5,9,3,702.0,4.0,NO
2,3,0.5,9,3,1165.0,6.0,NO
2,4,0.5,9,3,1299.0,4.0,NO
2,5,0.5,9,3,1448.0,18.0,NO
2,6,0.5,9,3,2120.0,6.0,NO
2,7,0.5,9,3,3095.0,13.0,NO
3,1,0.5,9,3,6492.0,24.0,NO
4,1,0.5,9,3,42.0,3.0,NO
4,2,0.5,9,3,472.0,41.0,NO
4,3,0.5,9,3,784.0,17.0,NO
4,4,0.5,9,3,811.0,0.0,NO
4,5,0.5,9,3,875.0,0.0,NO
4,6,0.5,9,3,1107.0,18.0,NO
4,7,0.5,9,3,1170.0,19.0,NO
4,8,0.5,9,3,1209.0,4.0,NO
4,9,0.5,9,3,1430.0,31.0,NO
4,10,0.5,9,3,1498.0,13.0,NO
4,11,0.5,9,3,1717.0,11.0,NO
4,12,0.5,9,3,2209.0,28.0,NO
4,13,0.5,9,3,5368.0,51.0,NO
5,1,0.5,9,3,0.0,10.0,NO
5,2,0.5,9,3,2.0,10.0,NO
5,3,0.5,9,3,20.0,1.0,NO
5,4,0.5,9,3,67.0,10.0,NO
5,5,0.5,9,3,99.0,3.0,NO
5,6,0.5,9,3,204.0,10.0,NO
5,7,0.5,9,3,225.0,10.0,NO
5,8,0.5,9,3,263.0,10.0,NO
5,9,0.5,9,3,278.0,10.0,NO
5,10,0.5,9,3,294.0,10.0,NO
5,11,0.5,9,3,304.0,12.0,NO
5,12,0.5,9,3,324.0,10.0,NO
5,13,0.5,9,3,327.0,30.0,NO
5,14,0.5,9,3,355.0,10.0,NO
5,15,0.5,9,3,418.0,10.0,NO
5,16,0.5,9,3,498.0,10.0,NO
5,17,0.5,9,3,518.0,10.0,NO
5,18,0.5,9,3,795.0,10.0,NO
5,19,0.5,9,3,998.0,10.0,NO
5,20,0.5,9,3,1147.0,30.0,NO
6,1,0.5,9,3,7556.0,32.0,NO
7,1,0.5,9,3,339.0,5.0,NO
8,1,0.5,9,3,44.0,0.0,NO
8,2,0.5,9,3,608.0,0.0,NO
8,3,0.5,9,3,608.0,18.0,NO
8,4,0.5,9,3,608.0,20.0,NO
9,1,0.5,9,3,4.0,0.0,NO
9,2,0.5,9,3,29.0,4.0,NO
9,3,0.5,9,3,60.0,3.0,NO
9,4,0.5,9,3,164.0,12.0,NO
10,1,0.5,9,3,0.0,10.0,NO
10,2,0.5,9,3,0.0,10.0,NO
10,3,0.5,9,3,0.0,10.0,NO
10,4,0.5,9,3,0.0,65.0,NO
10,5,0.5,9,3,0.0,20.0,NO
